view_id,physical_data_source,experimental_view,telemetry_modality,model,seed,split_strategy,label_provenance,independence_status,balancing_method,train_rows,validation_rows,test_rows,threshold_source,threshold_value,accuracy,precision,recall,f1,auc_roc,true_negatives,false_positives,false_negatives,true_positives,training_time_seconds,mean_inference_latency_ms,p95_inference_latency_ms,cpu_jobs,ram_usage_peak_mb,top_features
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,42,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995102882385254,1.0,1.0,1.0,1.0,1.0,296,0,0,480,0.7726413999916986,0.0010634020580574102,0.0010634020580574102,24,863.8203125,fanout_proxy=0.4961; input_numeric_column_count=0.4898; request_rate=0.0115; log_entropy_proxy=0.0022; latency_max=0.0004
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,RandomForest,42,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9996771444166751,0.9987113402061856,1.0,0.9979166666666667,0.9989572471324296,1.0,296,0,1,479,0.8454824000073131,0.0812117268088917,0.0812117268088917,24,872.22265625,fanout_proxy=0.2952; input_numeric_column_count=0.2610; trace_depth_proxy=0.0701; cpu_max=0.0599; cpu_mean=0.0598; request_rate=0.0586; log_entropy_proxy=0.0573; service_metric_entropy=0.0510
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,Autoencoder,42,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,normal-preferred reconstruction training,3617,776,776,validation normal p95 reconstruction error,1.0186344385147095,0.48711340206185566,0.9361702127659575,0.18333333333333332,0.30662020905923343,0.4883516328828829,290,6,392,88,0.25340030001825653,0.0011381443326491094,0.0011381443326491094,24,929.66796875,
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,123,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995012283325195,1.0,1.0,1.0,1.0,1.0,296,0,0,480,0.13348689998383634,0.00085798969801957,0.00085798969801957,24,938.2734375,input_numeric_column_count=0.3237; cpu_mean=0.2892; fanout_proxy=0.2821; log_error_indicator=0.0369; memory_mean=0.0317; log_entropy_proxy=0.0312; request_rate=0.0052
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,RandomForest,123,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,1.0,0.9974226804123711,1.0,0.9958333333333333,0.9979123173277662,1.0,296,0,2,478,0.9055715999857057,0.10539497422551275,0.10539497422551275,24,941.60546875,fanout_proxy=0.3089; input_numeric_column_count=0.2955; trace_depth_proxy=0.0887; cpu_max=0.0648; cpu_mean=0.0530; log_entropy_proxy=0.0417; service_metric_entropy=0.0415; request_rate=0.0414
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,Autoencoder,123,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,normal-preferred reconstruction training,3617,776,776,validation normal p95 reconstruction error,1.0121873617172241,0.4793814432989691,0.9042553191489362,0.17708333333333334,0.2961672473867596,0.3361134572072072,287,9,395,85,0.26348669998697005,0.0009835051800503596,0.0009835051800503596,24,941.43359375,
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,2026,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995096921920776,1.0,1.0,1.0,1.0,1.0,296,0,0,480,0.15699980000499636,0.0012034793566197118,0.0012034793566197118,24,946.00390625,input_numeric_column_count=0.3479; fanout_proxy=0.3304; request_rate=0.1345; cpu_max=0.1116; log_entropy_proxy=0.0316; memory_mean=0.0227; log_error_indicator=0.0213
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,RandomForest,2026,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995275216305608,0.9922680412371134,1.0,0.9875,0.9937106918238994,1.0,296,0,6,474,0.87269180000294,0.07612835051799098,0.07612835051799098,24,946.6171875,input_numeric_column_count=0.2889; fanout_proxy=0.2867; cpu_max=0.0653; request_rate=0.0623; cpu_mean=0.0620; trace_depth_proxy=0.0571; service_metric_entropy=0.0539; log_entropy_proxy=0.0430
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,Autoencoder,2026,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,normal-preferred reconstruction training,3617,776,776,validation normal p95 reconstruction error,0.9435548782348633,0.4677835051546392,0.845360824742268,0.17083333333333334,0.28422876949740034,0.3880982545045046,281,15,398,82,0.1573465999972541,0.0006494845309265957,0.0006494845309265957,24,946.32421875,
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,7,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995099306106567,0.9987113402061856,1.0,0.9979166666666667,0.9989572471324296,1.0,296,0,1,479,0.13487810001242906,0.000978092805208811,0.000978092805208811,24,943.55078125,input_numeric_column_count=0.3580; fanout_proxy=0.3356; request_rate=0.1931; cpu_max=0.0683; log_entropy_proxy=0.0133; log_error_indicator=0.0119; memory_mean=0.0100; cpu_mean=0.0098
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,RandomForest,7,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9999157993511498,0.9961340206185567,1.0,0.99375,0.9968652037617555,1.0,296,0,3,477,0.8444503999780864,0.12306971651005087,0.12306971651005087,24,944.16015625,input_numeric_column_count=0.3251; fanout_proxy=0.2588; cpu_mean=0.0680; cpu_max=0.0656; request_rate=0.0564; trace_depth_proxy=0.0526; service_metric_entropy=0.0487; log_entropy_proxy=0.0415
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,Autoencoder,7,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,normal-preferred reconstruction training,3617,776,776,validation normal p95 reconstruction error,0.8517422676086426,0.47164948453608246,0.8571428571428571,0.175,0.2906574394463668,0.3871692004504504,282,14,396,84,0.12321419999352656,0.0006780928086619056,0.0006780928086619056,24,943.625,
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,13,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995062351226807,1.0,1.0,1.0,1.0,1.0,296,0,0,480,0.12214630001108162,0.0009162371141653623,0.0009162371141653623,24,948.6796875,request_rate=0.5024; input_numeric_column_count=0.2071; fanout_proxy=0.1155; log_error_indicator=0.0642; log_entropy_proxy=0.0568; memory_mean=0.0526; cpu_max=0.0014
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,RandomForest,13,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9996690705212444,0.9987113402061856,1.0,0.9979166666666667,0.9989572471324296,1.0,296,0,1,479,0.8654951000062283,0.09343195876878321,0.09343195876878321,24,949.19140625,fanout_proxy=0.3198; input_numeric_column_count=0.2978; cpu_max=0.0635; request_rate=0.0594; trace_depth_proxy=0.0574; service_metric_entropy=0.0530; cpu_mean=0.0411; log_entropy_proxy=0.0407
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,Autoencoder,13,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,normal-preferred reconstruction training,3617,776,776,validation normal p95 reconstruction error,0.7836671471595764,0.5025773195876289,0.9196428571428571,0.21458333333333332,0.34797297297297297,0.4778012387387388,287,9,377,103,0.18644030002178624,0.0010619845214904738,0.0010619845214904738,24,948.70703125,
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,21,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995071887969971,0.9948453608247423,1.0,0.9916666666666667,0.99581589958159,1.0,296,0,4,476,0.13817230000859126,0.001103479382774034,0.001103479382774034,24,947.7578125,fanout_proxy=0.4197; input_numeric_column_count=0.2236; request_rate=0.2030; cpu_max=0.0890; log_entropy_proxy=0.0192; trace_depth_proxy=0.0184; memory_mean=0.0135; log_error_indicator=0.0127
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,RandomForest,21,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9992594137329022,0.9987113402061856,1.0,0.9979166666666667,0.9989572471324296,1.0,296,0,1,479,0.8505469000083394,0.10952358244355412,0.10952358244355412,24,948.23046875,fanout_proxy=0.3065; input_numeric_column_count=0.2611; cpu_mean=0.0735; request_rate=0.0675; cpu_max=0.0611; log_entropy_proxy=0.0547; trace_depth_proxy=0.0521; service_metric_entropy=0.0492
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,Autoencoder,21,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,normal-preferred reconstruction training,3617,776,776,validation normal p95 reconstruction error,0.7104269862174988,0.5012886597938144,0.8251748251748252,0.24583333333333332,0.37881219903691815,0.5057010135135135,271,25,362,118,0.7464887999813072,0.0013545103093306774,0.0013545103093306774,24,948.26953125,
rcaeval_recursive_service_fault_csv_windows,Zenodo record 14590730 (RCAEval benchmark artifacts),RCAEval recursive service-fault CSV windows,metrics,XGBoost,99,stratified fallback because chronological test lacked both classes,inject_time.txt metadata when available; otherwise explicit/derived telemetry labels,independent local CSV benchmark view; may overlap structurally with TraceRCA all dataset,SMOTEENN training-only balancing,3617,776,776,validation max_f1,0.9995064735412598,0.9974226804123711,1.0,0.9958333333333333,0.9979123173277662,1.0,296,0,2,478,0.14760499997646548,0.0012445876170213803,0.0012445876170213803,24,949.265625,fanout_proxy=0.5409; input_numeric_column_count=0.3683; request_rate=0.0396; cpu_mean=0.0377; log_entropy_proxy=0.0057; log_error_indicator=0.0040; memory_mean=0.0028; cpu_max=0.0010
